harbor_seal,reference,ca_sea_lion,northern_elephant_seal,reference_gene_symbol,is_mt
XP_032266386.1,XP_038314985.1,XP_027446247.1,XP_054362191.1,CACNB4,False
XP_032266388.1,XP_854775.1,XP_027478651.1,XP_064428294.1,EIF2AK3,False
XP_032266392.1,XP_532965.2,XP_027480011.1,XP_045740540.1,THNSL2,False
XP_032266397.1,XP_022260447.1,XP_027479527.1,XP_064428298.1,KRCC1,False
XP_032266398.1,XP_852129.1,XP_027477187.1,XP_064428301.1,RMND5A,False
XP_032266399.1,XP_538480.1,XP_027478937.1,XP_045739739.1,ATP6V1E2,False
XP_032266400.1,XP_005630580.1,XP_027479387.1,XP_045740673.1,LBX2,False
XP_032266401.1,XP_532971.2,XP_027476933.2,XP_045740547.2,RNF103,False
XP_032266404.1,XP_013975876.1,XP_027476936.1,XP_045740548.1,CHMP3,False
XP_032266406.1,XP_532973.3,XP_027477558.1,XP_064428304.1,KDM3A,False
XP_032266408.1,XP_038309201.1,XP_027479901.1,XP_054365708.1,REEP1,False
XP_032266409.1,XP_854825.1,XP_027477154.1,XP_045740565.1,MRPL35,False
XP_032266411.1,XP_852196.1,XP_027477152.1,XP_045740561.1,IMMT,False
XP_032266412.1,XP_865301.2,XP_027477146.1,XP_045740563.1,IMMT,False
XP_032266414.1,XP_005630529.1,XP_027477148.1,XP_045740564.1,IMMT,False
XP_032266415.1,XP_532975.3,XP_027477153.1,XP_045740568.1,PTCD3,False
XP_032266418.1,XP_532976.3,XP_027477144.1,XP_045740566.1,POLR1A,False
XP_032266421.1,XP_854842.2,XP_027478737.1,XP_045740570.1,ST3GAL5,False
XP_032266428.1,XP_038309094.1,XP_027478707.1,XP_045740587.1,ATOH8,False
XP_032266429.1,XP_003432259.1,XP_035584946.1,XP_064428319.1,LOC608395,False
XP_032266430.1,XP_532977.1,XP_035584768.1,XP_045740590.1,USP39,False
XP_032266431.1,XP_038314818.1,XP_027444368.1,XP_045724821.1,ARL5A,False
XP_032266432.1,XP_854864.3,XP_027477342.1,XP_045740591.1,C17H2orf68,False
XP_032266433.1,XP_540195.2,XP_027477338.1,XP_064428322.1,TMEM150A,False
XP_032266436.1,XP_532978.2,XP_027477343.1,XP_045740596.1,RNF181,False
XP_032266437.1,XP_532979.3,XP_027478756.1,XP_045740599.1,GGCX,False
XP_032266439.1,NP_001273996.1,XP_027478196.1,XP_045740600.1,MAT2A,False
XP_032266440.1,XP_540198.1,XP_035584910.1,XP_045740608.1,RETSAT,False
XP_032266442.1,XP_038319016.1,XP_035582724.1,XP_045737808.1,LOC100687285,False
XP_032266444.1,XP_005630548.2,XP_027479575.1,XP_045740607.1,CAPG,False
XP_032266457.1,XP_852398.1,XP_035584762.1,XP_064428327.1,ELMOD3,False
XP_032266459.1,XP_005630552.2,XP_035584761.1,XP_064428326.1,TGOLN2,False
XP_032266460.1,XP_022260072.2,XP_027479479.1,XP_045740611.1,TCF7L1,False
XP_032266462.1,XP_038309070.1,XP_027477745.1,XP_064428331.1,KCMF1,False
XP_032266463.1,XP_003639755.1,XP_027444943.1,XP_064442610.1,RIF1,False
XP_032266464.1,XP_038309274.1,XP_027479238.2,XP_045740616.1,DNAH6,False
XP_032266465.1,XP_532985.3,XP_027476893.1,XP_045740617.1,SUCLG1,False
XP_032266468.1,XP_038309049.1,XP_027478002.1,XP_064429638.1,CTNNA2,False
XP_032266470.1,XP_038309051.1,XP_027478007.1,XP_064429639.1,CTNNA2,False
XP_032266472.1,XP_022261893.1,XP_027444945.1,XP_045724842.2,RIF1,False
XP_032266474.1,XP_038309053.1,XP_027478012.1,XP_045740628.1,LRRTM1,False
XP_032266477.1,NP_001243464.1,XP_027478545.1,XP_064429643.1,LOC100687463,False
XP_032266479.1,XP_540206.3,XP_027479469.1,XP_045740629.2,LRRTM4,False
XP_032266482.1,XP_003639754.1,XP_027444946.1,XP_045724843.2,RIF1,False
XP_032266484.1,XP_005630559.1,XP_027478411.2,XP_064428334.1,GCFC2,False
XP_032266486.1,XP_022260472.1,XP_027478415.2,XP_045740634.1,GCFC2,False
XP_032266489.1,XP_013975959.1,XP_027478416.2,XP_045740635.1,GCFC2,False
XP_032266491.1,XP_013975962.1,XP_027478417.2,XP_045740638.1,GCFC2,False
XP_032266492.1,XP_532990.2,XP_027479738.1,XP_045740641.1,MRPL19,False
XP_032266493.1,NP_001012637.1,XP_035584940.1,XP_045740643.1,TACR1,False
XP_032266494.1,XP_533354.3,XP_027444952.1,XP_064442614.1,TNFAIP6,False
XP_032266495.1,XP_540212.3,XP_027479016.1,XP_045740645.1,POLE4,False
XP_032266497.1,XP_038309165.1,XP_027477090.2,XP_045740646.1,HK2,False
XP_032266499.1,XP_540214.5,XP_027476300.1,XP_045740654.1,SEMA4F,False
XP_032266501.1,XP_005630568.3,XP_027476301.1,XP_045740649.1,SEMA4F,False
XP_032266503.1,XP_855062.2,XP_027476297.1,XP_045740657.2,M1AP,False
XP_032266506.1,XP_852524.1,XP_027476291.1,XP_064428347.1,LOXL3,False
XP_032266508.1,NP_001271389.1,XP_035584629.1,XP_045740665.1,HTRA2,False
XP_032266510.1,XP_852590.3,XP_027476315.2,XP_045740666.2,AUP1,False
XP_032266511.1,XP_038309035.1,XP_027478028.2,XP_064428350.1,DQX1,False
XP_032266512.1,XP_540220.2,XP_035584760.1,XP_045740680.1,MOGS,False
XP_032266513.1,XP_013975803.1,XP_027479647.1,XP_045740674.1,CCDC142,False
XP_032266518.1,XP_532998.2,XP_027477663.1,XP_045740686.1,RTKN,False
XP_032266526.1,XP_533353.2,XP_027444950.1,XP_054362197.1,NMI,False
XP_032266527.1,XP_005630589.1,XP_027477667.1,XP_045740676.1,TTC31,False
XP_032266532.1,XP_540221.4,XP_035584912.1,XP_045740682.1,INO80B,False
XP_032266533.1,XP_005630604.1,XP_027477673.1,XP_045740693.1,WDR54,False
XP_032266538.1,XP_866058.2,XP_027477676.2,XP_045740685.1,WBP1,False
XP_032266539.1,XP_855093.1,XP_027477677.1,XP_045740679.1,MRPL53,False
XP_032266540.1,XP_541037.2,XP_027446002.1,XP_045724853.1,RND3,False
XP_032266549.1,XP_005630608.1,XP_027478694.1,XP_045740705.1,MTHFD2,False
XP_032266550.1,XP_852858.1,XP_027478697.1,XP_045740706.1,MOB1A,False
XP_032266551.1,XP_855121.1,XP_027478700.1,XP_045740708.1,BOLA3,False
XP_032266554.1,XP_005630611.1,XP_027478336.2,XP_064428371.1,TET3,False
XP_032266560.1,XP_533001.3,XP_027479241.2,XP_045740713.1,DGUOK,False
XP_032266561.1,XP_533002.2,XP_027478827.1,XP_045740719.1,ACTG2,False
XP_032266562.1,XP_038310619.1,XP_027445088.1,XP_064442586.1,MMADHC,False
XP_032266563.1,XP_005630613.1,XP_027479312.1,XP_064428376.1,LOC100684058,False
XP_032266564.1,XP_005630616.1,XP_027477093.1,XP_045740722.1,DUSP11,False
XP_032266566.1,XP_005630619.1,XP_027477092.1,XP_064428378.1,NAT8,False
XP_032266569.1,XP_013975984.1,XP_027477095.1,XP_064428380.1,TPRKB,False
XP_032266573.1,XP_038309337.1,XP_027476777.1,XP_045740724.2,ALMS1,False
XP_032266580.1,XP_038319699.1,XP_027446362.1,XP_054361972.1,PAX3,False
XP_032266582.1,XP_540228.4,XP_027478598.1,XP_045739713.1,EGR4,False
XP_032266583.1,XP_038309204.1,XP_027478599.1,XP_045739714.1,EGR4,False
XP_032266585.1,XP_038310669.1,XP_027443845.1,XP_045724856.1,LYPD6,False
XP_032266586.1,XP_022260535.1,XP_027480062.1,XP_064428387.1,FBXO41,False
XP_032266587.1,XP_852889.1,XP_027479079.1,XP_045740727.1,CCT7,False
XP_032266588.1,XP_533007.2,XP_027478471.1,XP_045740729.1,SMYD5,False
XP_032266589.1,XP_038309396.1,XP_027478921.1,XP_045739937.1,NOTO,False
XP_032266590.1,XP_855166.2,XP_027478473.1,XP_045740730.1,PRADC1,False
XP_032266591.1,XP_005630625.1,XP_027477702.2,XP_064428389.1,RAB11FIP5,False
XP_032266592.1,XP_005630626.1,XP_027477703.2,XP_045740731.2,RAB11FIP5,False
XP_032266593.1,XP_003639656.1,XP_027477705.1,XP_045740732.2,RAB11FIP5,False
XP_032266595.1,XP_855176.1,XP_027477948.1,XP_045740735.1,SFXN5,False
XP_032266602.1,XP_038309365.1,XP_027479587.1,XP_045739716.1,EMX1,False
XP_032266603.1,XP_540234.3,XP_027480035.1,XP_045740739.1,SPR,False
XP_032266608.1,XP_540235.2,XP_027476769.1,XP_064428398.1,EXOC6B,False
XP_032266610.1,XP_038308908.1,XP_027477161.2,XP_064428403.1,DYSF,False
XP_032266611.1,XP_038308914.1,XP_027477165.2,XP_064428407.1,DYSF,False
XP_032266612.1,XP_038308916.1,XP_027477167.2,XP_064428408.1,DYSF,False
XP_032266613.1,XP_038308918.1,XP_027477168.2,XP_064428409.1,DYSF,False
XP_032266614.1,XP_038308919.1,XP_027477169.2,XP_064428410.1,DYSF,False
XP_032266615.1,XP_038308920.1,XP_027477170.2,XP_064428413.1,DYSF,False
XP_032266616.1,XP_038308921.1,XP_027477171.2,XP_064428414.1,DYSF,False
XP_032266618.1,XP_038308922.1,XP_027477172.2,XP_064428415.1,DYSF,False
XP_032266619.1,XP_038308923.1,XP_027477173.2,XP_064428416.1,DYSF,False
XP_032266620.1,XP_038308924.1,XP_027477174.2,XP_064428417.1,DYSF,False
XP_032266621.1,XP_038308926.1,XP_027477175.2,XP_064428418.1,DYSF,False
XP_032266622.1,XP_038308927.1,XP_027477176.2,XP_064428419.1,DYSF,False
XP_032266623.1,XP_038308928.1,XP_027477177.2,XP_064428420.1,DYSF,False
XP_032266624.1,XP_038308929.1,XP_027477178.2,XP_064428421.1,DYSF,False
XP_032266625.1,XP_038308930.1,XP_027477179.2,XP_064428422.1,DYSF,False
XP_032266629.1,XP_005630632.1,XP_027476553.1,XP_045740743.1,ZNF638,False
XP_032266637.1,XP_005630638.1,XP_027477541.1,XP_045740752.1,PAIP2B,False
XP_032266641.1,XP_549180.4,XP_027477540.1,XP_045740753.1,NAGK,False
XP_032266643.1,XP_038506881.1,XP_027477399.1,XP_045740758.1,TEX261,False
XP_032266645.1,XP_038497171.1,XP_027478419.1,XP_045739941.3,CLEC4F,False
XP_032266647.1,XP_038310695.1,XP_027445875.1,XP_045724857.1,LYPD6B,False
XP_032266651.1,XP_038506849.1,XP_027478402.1,XP_064428430.1,ADD2,False
XP_032266653.1,XP_531857.1,XP_027479847.1,XP_064428436.1,C10H2orf42,False
XP_032266654.1,XP_538534.3,XP_027477436.1,XP_045740805.1,GMCL1,False
XP_032266655.1,XP_538538.2,XP_027477842.1,XP_045740764.1,PCYOX1,False
XP_032266658.1,XP_022280563.1,XP_027476977.1,XP_045740766.1,TIA1,False
XP_032266659.1,XP_022280564.1,XP_027476978.1,XP_045740767.1,TIA1,False
XP_032266662.1,XP_866571.1,XP_027476980.1,XP_045740768.1,TIA1,False
XP_032266664.1,XP_005626252.1,XP_027476983.1,XP_045740769.1,TIA1,False
XP_032266670.1,XP_533351.3,XP_027444886.1,XP_064442583.1,KIF5C,False
XP_032266674.1,XP_538537.1,XP_027476508.1,XP_045740785.1,PCBP1,False
XP_032266676.1,XP_013972931.2,XP_027476517.1,XP_064428456.1,ASPRV1,False
XP_032266679.1,NP_001003039.2,XP_027478121.1,XP_045740811.1,ANXA4,False
XP_032266681.1,XP_855458.3,XP_027478366.1,XP_045740802.1,MXD1,False
XP_032266683.1,XP_038506836.1,XP_027479260.1,XP_064428431.1,TGFA,False
XP_032266685.1,NP_001239157.1,XP_035581313.1,XP_045740937.1,RPS27A,False
XP_032266686.1,XP_531856.3,XP_027477435.1,XP_045740804.1,SNRNP27,False
XP_032266687.1,XP_855482.2,XP_027479578.1,XP_045740763.1,FAM136A,False
XP_032266692.1,XP_038310541.1,XP_027445780.1,XP_045724859.1,EPC2,False
XP_032266702.1,XP_038310542.1,XP_027445781.1,XP_045724860.1,EPC2,False
XP_032266703.1,XP_855433.2,XP_027479314.1,XP_045740813.1,NFU1,False
XP_032266704.1,XP_038506298.1,XP_027477230.1,XP_045740816.1,GFPT1,False
XP_032266705.1,XP_038506247.1,XP_027477295.1,XP_064428484.1,ANTXR1,False
XP_032266706.1,XP_038506216.1,XP_027476691.1,XP_054365814.2,ARHGAP25,False
XP_032266709.1,XP_038506218.1,XP_027476696.1,XP_045740821.3,ARHGAP25,False
XP_032266710.1,XP_538525.2,XP_027479554.1,XP_064428486.1,APLF,False
XP_032266712.1,NP_001003363.1,XP_027478257.1,XP_045740824.1,PLEK,False
XP_032266713.1,XP_022280030.2,XP_027477987.1,XP_045740825.1,CNRIP1,False
XP_032266714.1,XP_531853.2,XP_027477410.1,XP_045740826.1,PNO1,False
XP_032266715.1,XP_038506178.1,XP_027477411.1,XP_045740827.1,PPP3R1,False
XP_032266716.1,XP_538521.2,XP_027477013.1,XP_045740828.1,WDR92,False
XP_032266717.1,XP_038506113.1,XP_027477014.1,XP_045740829.1,C1D,False
XP_032266719.1,XP_531851.2,XP_027477565.2,XP_045740830.1,ETAA1,False
XP_032266723.1,XP_038505904.1,XP_035584822.1,XP_045740832.1,MEIS1,False
XP_032266724.1,XP_038505950.1,XP_035584823.1,XP_045740833.1,MEIS1,False
XP_032266725.1,XP_038505632.1,XP_027477750.1,XP_045740835.1,SPRED2,False
XP_032266727.1,XP_005632026.1,XP_027444162.1,XP_045724861.1,MBD5,False
XP_032266729.1,XP_538516.1,XP_027477264.1,XP_045740837.1,ACTR2,False
XP_032266731.1,XP_038505523.1,XP_027478969.1,XP_045740840.1,CEP68,False
XP_032266732.1,NP_001003153.1,XP_027478972.1,XP_045740841.1,RAB1A,False
XP_032266733.1,XP_538511.4,XP_027479475.1,XP_045740842.1,SLC1A4,False
XP_032266735.1,XP_038505450.1,XP_027479981.1,XP_064428494.1,LOC612407,False
XP_032266742.1,XP_852679.1,XP_027477158.1,XP_064428496.1,AFTPH,False
XP_032266743.1,XP_866090.1,XP_027477159.1,XP_064428498.1,AFTPH,False
XP_032266745.1,XP_038505416.1,XP_027479471.1,XP_045740855.1,LGALSL,False
XP_032266747.1,XP_538508.1,XP_027478848.1,XP_045740856.1,PELI1,False
XP_032266750.1,XP_013973048.1,XP_027478485.2,XP_045740859.1,VPS54,False
XP_032266753.1,XP_005626208.1,XP_027478496.1,XP_045740861.1,UGP2,False
XP_032266756.1,XP_022280511.1,XP_027478491.1,XP_064428512.1,WDPCP,False
XP_032266757.1,XP_531844.1,XP_027478499.1,XP_045740864.1,MDH1,False
XP_032266767.1,XP_538507.2,XP_027479347.1,XP_045740869.1,EHBP1,False
XP_032266771.1,XP_022280502.1,XP_027479350.1,XP_054365825.1,EHBP1,False
XP_032266773.1,XP_857260.1,XP_027444165.1,XP_045724863.1,ACVR2A,False
XP_032266774.1,XP_865838.1,XP_027479352.1,XP_054365828.1,EHBP1,False
XP_032266776.1,XP_531842.1,XP_027479354.1,XP_045740870.1,TMEM17,False
XP_032266781.1,XP_003639378.1,XP_027476239.1,XP_045740876.1,CCT4,False
XP_032266784.1,XP_531841.1,XP_027476241.1,XP_064428529.1,B3GNT2,False
XP_032266785.1,NP_001003055.1,XP_027476242.1,XP_045740873.1,COMMD1,False
XP_032266787.1,XP_005626197.1,XP_027480121.1,XP_045740877.1,FAM161A,False
XP_032266788.1,XP_005626198.1,XP_027480122.1,XP_045740879.1,FAM161A,False
XP_032266791.1,XP_531839.2,XP_035584706.1,XP_045740883.1,XPO1,False
XP_032266793.1,XP_038504832.1,XP_027477545.1,XP_045740884.1,USP34,False
XP_032266803.1,XP_038504816.1,XP_027479398.1,XP_045740890.1,KIAA1841,False
XP_032266806.1,XP_533348.3,XP_035582411.1,XP_045724864.1,ORC4,False
XP_032266813.1,XP_038504787.1,XP_027479322.1,XP_045740893.1,PEX13,False
XP_032266817.1,XP_038504756.1,XP_027478718.1,XP_045740894.2,PUS10,False
XP_032266820.1,XP_005626186.1,XP_027477442.1,XP_045740897.1,REL,False
XP_032266821.1,XP_022280478.2,XP_027477659.1,XP_064428550.1,PAPOLG,False
XP_032266824.1,XP_038504601.1,XP_027477446.1,XP_045740900.1,BCL11A,False
XP_032266827.1,XP_865536.3,XP_027477450.1,XP_045740903.1,BCL11A,False
XP_032266828.1,XP_013973019.1,XP_027477451.1,XP_064428553.1,BCL11A,False
XP_032266832.1,XP_038504251.1,XP_027476585.1,XP_045740907.1,VRK2,False
XP_032266834.1,XP_013973014.3,XP_027476589.1,XP_045740909.1,FANCL,False
XP_032266835.1,XP_038503926.1,XP_027478374.1,XP_045740914.1,CCDC85A,False
XP_032266836.1,XP_038503936.1,XP_027478376.1,XP_054365840.1,CCDC85A,False
XP_032266837.1,XP_038503943.1,XP_027478369.1,XP_064428557.1,CCDC85A,False
XP_032266838.1,XP_038503946.1,XP_027478370.1,XP_064428556.1,CCDC85A,False
XP_032266839.1,XP_038503955.1,XP_027478371.1,XP_045740912.1,CCDC85A,False
XP_032266840.1,XP_038503970.1,XP_027478373.1,XP_045740913.1,CCDC85A,False
XP_032266842.1,XP_038503810.1,XP_027476530.1,XP_045740916.1,PNPT1,False
XP_032266845.1,XP_531834.1,XP_027476536.1,XP_045740922.1,EFEMP1,False
XP_032266846.1,XP_022280469.1,XP_027476526.2,XP_045740923.1,PPP4R3B,False
XP_032266847.1,XP_005626173.1,XP_027476527.2,XP_045740924.1,PPP4R3B,False
XP_032266849.1,XP_531832.1,XP_027476537.1,XP_045740927.1,CFAP36,False
XP_032266850.1,XP_038503744.1,XP_027476747.1,XP_064428568.1,CCDC88A,False
XP_032266853.1,XP_852258.1,XP_027476750.1,XP_064428569.1,CCDC88A,False
XP_032266858.1,XP_531830.2,XP_027476793.1,XP_064428570.1,MTIF2,False
XP_032266865.1,XP_038503602.1,XP_027477970.1,XP_045740944.1,SPTBN1,False
XP_032266868.1,XP_038503635.1,XP_027479536.1,XP_045742148.2,EML6,False
XP_032266870.1,XP_022280458.2,XP_027479541.2,XP_045740942.2,RTN4,False
XP_032266871.1,XP_022280459.1,XP_027479544.1,XP_045740941.1,RTN4,False
XP_032266872.1,XP_531825.3,XP_027478850.1,XP_045740947.1,C10H2orf73,False
XP_032266874.1,XP_022280451.2,XP_027478973.1,XP_045740952.1,ACYP2,False
XP_032266877.1,XP_038503560.1,XP_027476284.1,XP_064428574.1,PSME4,False
XP_032266881.1,XP_038310453.1,XP_035582540.1,XP_064442548.1,ZEB2,False
XP_032266888.1,XP_038497004.1,XP_027478812.1,XP_064428585.1,GPR75,False
XP_032266896.1,NP_001191984.1,XP_027478816.2,XP_064428586.1,ASB3,False
XP_032266897.1,XP_531822.2,XP_027478818.1,XP_045740958.1,ERLEC1,False
XP_032266899.1,XP_854835.2,XP_027478821.1,XP_045740962.1,CHAC2,False
XP_032266901.1,NP_001191771.1,XP_027476677.1,XP_045740988.1,STON1,False
XP_032266902.1,NP_001191772.1,XP_027476680.1,XP_045740989.1,GTF2A1L,False
XP_032266904.1,XP_038496949.1,XP_027476678.1,XP_064427848.1,LHCGR,False
XP_032266905.1,XP_531815.2,XP_027476672.1,XP_045740991.1,PPP1R21,False
XP_032266910.1,XP_022280400.1,XP_027478438.1,XP_045740997.1,FOXN2,False
XP_032266911.1,NP_001129118.1,XP_027479389.1,XP_045739697.1,FOXI3,False
XP_032266912.1,XP_038502836.1,XP_027479335.1,XP_045740999.1,MSH6,False
XP_032266915.1,XP_038502840.1,XP_027479337.1,XP_045741001.1,FBXO11,False
XP_032266919.1,XP_538482.2,XP_027479299.1,XP_045741002.1,MSH2,False
XP_032266920.1,XP_538483.2,XP_027476243.1,XP_045742154.2,KCNK12,False
XP_032266922.1,XP_864645.2,XP_027477743.1,XP_045757355.1,CALM2,False
XP_032266927.1,XP_531811.1,XP_027476617.1,XP_045741011.1,MCFD2,False
XP_032266931.1,XP_038502702.1,XP_027476624.1,XP_064428596.1,SOCS5,False
XP_032266935.1,XP_531809.2,XP_027476636.1,XP_064428597.1,PIGF,False
XP_032266936.1,XP_038502627.1,XP_027476626.1,XP_045741020.1,RHOQ,False
XP_032266939.1,XP_851904.1,XP_027476640.1,XP_045741016.1,CRIPT,False
XP_032266944.1,XP_022280389.2,XP_027476671.2,XP_045741022.1,EPAS1,False
XP_032266945.1,XP_851861.1,XP_027477108.1,XP_045741024.1,PRKCE,False
XP_032266953.1,XP_854655.3,XP_027479063.2,XP_045741025.1,SRBD1,False
XP_032266956.1,XP_013972981.1,XP_027480017.1,XP_045741030.1,PREPL,False
XP_032266959.1,XP_851806.1,XP_027480024.1,XP_064428607.1,CAMKMT,False
XP_032266962.1,NP_001003109.1,XP_027480023.1,XP_045741035.1,SLC3A1,False
XP_032266963.1,XP_005626126.1,XP_027478524.1,XP_045741036.1,PPM1B,False
XP_032266965.1,XP_022280380.1,XP_027478527.1,XP_045741038.1,PPM1B,False
XP_032266967.1,XP_531800.2,XP_027477212.1,XP_045741041.1,LRPPRC,False
XP_032266969.1,XP_538475.2,XP_027478281.2,XP_064429603.1,ABCG5,False
XP_032266971.1,XP_851613.1,XP_027478285.1,XP_064428621.1,DYNC2LI1,False
XP_032266974.1,XP_005626144.2,XP_027479067.1,XP_045741005.3,STPG4,False
XP_032266976.1,XP_038309345.1,XP_027478355.1,XP_045739691.1,NEURL3,False
XP_032266977.1,XP_005630614.1,XP_027479106.2,XP_045739711.1,C17H2orf78,False
XP_032266991.1,XP_005626155.1,XP_027478087.2,XP_045740968.1,NRXN1,False
XP_032267009.1,XP_545660.1,XP_027444018.1,XP_045723290.1,INHA,False
XP_032267027.1,XP_022260391.2,XP_027479811.1,XP_045740450.1,NCAPH,False
XP_032267028.1,XP_005630473.1,XP_027477892.1,XP_045740487.2,BUB1,False
XP_032267029.1,NP_001033060.1,XP_027478514.1,XP_045740523.1,IL1B,False
XP_032267030.1,XP_005630509.1,XP_027479639.1,XP_064428288.1,IL36B,False
XP_032267031.1,XP_852104.1,XP_027476366.2,XP_045740541.2,SMYD1,False
XP_032267033.1,XP_865047.1,XP_027478467.1,XP_045739699.2,CD8B,False
XP_032267034.1,NP_001002935.1,XP_027479965.1,XP_064428299.1,CD8A,False
XP_032267035.1,XP_539938.2,XP_027476289.1,XP_045740597.3,VAMP5,False
XP_032267037.1,XP_038309307.1,XP_027479282.1,XP_045740598.1,VAMP8,False
XP_032267038.1,XP_038309275.1,XP_027480029.1,XP_045740614.1,TMSB10,False
XP_032267041.1,XP_540216.5,XP_027476308.1,XP_045740658.1,DOK1,False
XP_032267044.1,XP_005630586.1,XP_027479385.1,XP_045740669.1,PCGF1,False
XP_032267047.1,XP_005630602.2,XP_027476337.2,XP_064428362.1,C17H2orf81,False
XP_032267049.1,XP_038309166.1,XP_027478200.2,XP_045739692.1,DUSP2,False
XP_032267050.1,XP_540236.2,XP_027478748.1,XP_045740742.1,CYP26B1,False
XP_032267051.1,NP_001273980.1,XP_027476370.1,XP_045739698.2,FABP1,False
XP_032267052.1,XP_533345.2,XP_035582337.1,XP_045724890.1,ARHGAP15,False
XP_032267053.1,XP_538528.2,XP_027478365.1,XP_045740819.1,BMP10,False
XP_032267054.1,XP_038506211.1,XP_027476330.1,XP_045740822.1,FBXO48,False
XP_032267056.1,XP_852530.1,XP_027478658.1,XP_045739729.1,OTX1,False
XP_032267057.1,XP_038506856.1,XP_027477397.1,XP_045740757.1,ATP6V1B1,False
XP_032267061.1,XP_013975713.3,XP_027479629.1,XP_064429585.1,LOC102153882,False
XP_032267063.1,XP_003639376.2,XP_027476752.1,XP_045740934.1,LOC100856725,False
XP_032267067.1,XP_005626167.1,XP_027476802.1,XP_045740938.1,CLHC1,False
XP_032267071.1,XP_038310701.1,XP_027445761.1,XP_045724896.2,NXPH2,False
XP_032267072.1,XP_038308950.1,XP_027479637.2,XP_045740483.1,MTLN,False
XP_032267073.1,NP_001184074.1,XP_027478356.1,XP_045740485.1,TPC3,False
XP_032267075.1,XP_005630506.1,XP_027478516.1,XP_064428287.1,IL36G,False
XP_032267076.1,NP_001376149.1,XP_027477991.1,XP_045740530.1,PAX8,False
XP_032267077.1,XP_038309284.1,XP_027479149.1,XP_045739696.1,TEX37,False
XP_032267079.1,XP_533341.1,XP_035582556.1,XP_064442532.1,SPOPL,False
XP_032267080.1,XP_038308831.1,XP_027479922.1,XP_064429591.1,SFTPB,False
XP_032267082.1,XP_013975969.2,XP_027478908.2,XP_054365723.1,TRABD2A,False
XP_032267084.1,XP_538488.2,XP_027477945.2,XP_064428589.1,FSHR,False
XP_032267088.1,XP_038308989.1,XP_027479645.1,XP_045740642.2,EVA1A,False
XP_032267089.1,XP_005626255.1,XP_027477398.1,XP_045739940.1,ANKRD53,False
XP_032267090.1,XP_038502824.1,XP_027480009.1,XP_045741003.1,EPCAM,False
XP_032267091.1,XP_013972934.1,XP_027478915.1,XP_064428427.1,VAX2,False
XP_032267092.1,XP_038499902.1,XP_027479648.1,XP_045739942.1,FIGLA,False
XP_032267093.1,XP_533340.1,XP_027447276.1,XP_045724900.1,HNMT,False
XP_032267095.1,XP_038312289.1,XP_035585254.1,XP_064431405.1,LDHA,False
XP_032267096.1,XP_005626307.1,XP_027479845.1,XP_045739723.2,GKN1,False
XP_032267097.1,XP_038319560.1,XP_027447015.2,XP_045723291.1,SPEGNB,False
XP_032267098.1,XP_855420.2,XP_027480015.1,XP_045739945.1,GKN2,False
XP_032267100.1,XP_855097.1,XP_027478884.1,XP_064429596.1,C10H2orf74,False
XP_032267101.1,XP_531799.3,XP_035584798.1,XP_064428622.1,ABCG8,False
XP_032267103.1,XP_005626294.2,XP_027479658.1,XP_045742156.1,TMEM247,False
XP_032267104.1,XP_848666.1,XP_027443878.1,XP_045724903.1,DARS1,False
XP_032267106.1,XP_022260396.2,XP_027478532.1,XP_045739923.1,ASTL,False
XP_032267108.1,XP_538478.3,XP_027478722.1,XP_045739740.1,SIX2,False
XP_032267110.1,XP_038506212.1,XP_027478537.2,XP_045739725.1,PROKR1,False
XP_032267112.1,XP_533338.3,XP_027446444.1,XP_045724904.1,MCM6,False
XP_032267114.1,XP_038310512.1,XP_027446692.1,XP_045724905.1,LCT,False
XP_032267117.1,XP_013977598.2,XP_027440770.1,XP_064452553.1,CELSR3,False
XP_032267125.1,XP_533337.3,XP_027446693.2,XP_064442526.1,UBXN4,False
XP_032267127.1,XP_038310947.1,XP_027443551.1,XP_064452538.1,NCKIPSD,False
XP_032267130.1,XP_851186.1,XP_027441551.1,XP_064452498.1,IP6K2,False
XP_032267131.1,XP_003432928.1,XP_027438452.1,XP_045718419.1,PRKAR2A,False
XP_032267132.1,XP_863142.1,XP_027442627.1,XP_045718418.1,SLC25A20,False
XP_032267133.1,XP_533838.1,XP_027439412.1,XP_045718416.1,ARIH2,False
XP_032267134.1,XP_038311487.1,XP_027439413.1,XP_045718417.1,ARIH2,False
XP_032267135.1,XP_038311480.1,XP_035582822.1,XP_054360733.1,WDR6,False
